PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33139780","Prediction of amyloid β PET positivity using machine learning in patients with suspected cerebral amyloid angiopathy markers","Jung YH, Lee H, Kim HJ, Na DL, Han HJ, Jang H, Seo SW.","Sci Rep. 2020 Nov 2;10(1):18806. doi: 10.1038/s41598-020-75664-8.","Jung YH","Sci Rep","2020","2020/11/03","PMC7608617","","10.1038/s41598-020-75664-8"
"27878699","Differentiation of light-chain cardiac amyloidosis from hypertrophic cardiomyopathy using myocardial mechanical parameters by velocity vector imaging echocardiography","Zhang L, Zhou X, Wang J, Mu Y, Liu B, Lv W, Wang Y, Liu H, Liu H, Zhi G.","Int J Cardiovasc Imaging. 2017 Apr;33(4):499-507. doi: 10.1007/s10554-016-1027-5. Epub 2016 Nov 23.","Zhang L","Int J Cardiovasc Imaging","2017","2016/11/24","","","10.1007/s10554-016-1027-5"
"36970894","Plasma ApoE4 Levels Are Lower than ApoE2 and ApoE3 Levels, and Not Associated with Plasma Aβ40/42 Ratio as a Biomarker of Amyloid-β Amyloidosis in Alzheimer's Disease","Nakamura T, Kawarabayashi T, Ueda T, Shimomura S, Hoshino M, Itoh K, Ihara K, Nakaji S, Takatama M, Ikeda Y, Shoji M.","J Alzheimers Dis. 2023;93(1):333-348. doi: 10.3233/JAD-220996.","Nakamura T","J Alzheimers Dis","2023","2023/03/27","","","10.3233/JAD-220996"
"31078433","Primary fatty amides in plasma associated with brain amyloid burden, hippocampal volume, and memory in the European Medical Information Framework for Alzheimer's Disease biomarker discovery cohort","Kim M, Snowden S, Suvitaival T, Ali A, Merkler DJ, Ahmad T, Westwood S, Baird A, Proitsi P, Nevado-Holgado A, Hye A, Bos I, Vos S, Vandenberghe R, Teunissen C, Ten Kate M, Scheltens P, Gabel S, Meersmans K, Blin O, Richardson J, De Roeck E, Sleegers K, Bordet R, Rami L, Kettunen P, Tsolaki M, Verhey F, Sala I, Lléo A, Peyratout G, Tainta M, Johannsen P, Freund-Levi Y, Frölich L, Dobricic V, Engelborghs S, Frisoni GB, Molinuevo JL, Wallin A, Popp J, Martinez-Lage P, Bertram L, Barkhof F, Ashton N, Blennow K, Zetterberg H, Streffer J, Visser PJ, Lovestone S, Legido-Quigley C.","Alzheimers Dement. 2019 Jun;15(6):817-827. doi: 10.1016/j.jalz.2019.03.004. Epub 2019 May 8.","Kim M","Alzheimers Dement","2019","2019/05/13","PMC6849698","NIHMS1053807","10.1016/j.jalz.2019.03.004"
"30851100","The metabolic brain signature of cognitive resilience in the 80+: beyond Alzheimer pathologies","Arenaza-Urquijo EM, Przybelski SA, Lesnick TL, Graff-Radford J, Machulda MM, Knopman DS, Schwarz CG, Lowe VJ, Mielke MM, Petersen RC, Jack CR, Vemuri P.","Brain. 2019 Apr 1;142(4):1134-1147. doi: 10.1093/brain/awz037.","Arenaza-Urquijo EM","Brain","2019","2019/03/10","PMC6439329","","10.1093/brain/awz037"
"27639764","Prognosis of Light Chain Amyloidosis With Preserved LVEF: Added Value of 2D Speckle-Tracking Echocardiography to the Current Prognostic Staging System","Barros-Gomes S, Williams B, Nhola LF, Grogan M, Maalouf JF, Dispenzieri A, Pellikka PA, Villarraga HR.","JACC Cardiovasc Imaging. 2017 Apr;10(4):398-407. doi: 10.1016/j.jcmg.2016.04.008. Epub 2016 Sep 14.","Barros-Gomes S","JACC Cardiovasc Imaging","2017","2016/09/19","","","10.1016/j.jcmg.2016.04.008"
"32174062","Can Calprotectin Show Subclinical Inflammation in Familial Mediterranean Fever Patients?","Asan G, Derin ME, Doğan HO, Bayram M, Şahin M, Şahin A.","J Korean Med Sci. 2020 Mar 16;35(10):e63. doi: 10.3346/jkms.2020.35.e63.","Asan G","J Korean Med Sci","2020","2020/03/17","PMC7073319","","10.3346/jkms.2020.35.e63"
"29125490","Plasma Proteomic Profiles of Cerebrospinal Fluid-Defined Alzheimer's Disease Pathology in Older Adults","Dayon L, Wojcik J, Núñez Galindo A, Corthésy J, Cominetti O, Oikonomidi A, Henry H, Migliavacca E, Bowman GL, Popp J.","J Alzheimers Dis. 2017;60(4):1641-1652. doi: 10.3233/JAD-170426.","Dayon L","J Alzheimers Dis","2017","2017/11/11","","","10.3233/JAD-170426"
"27338109","Overexpression of Protocadherin-10 in Transthyretin-Related Familial Amyloidotic Polyneuropathy","Gonçalves NP, Martins D, Saraiva MJ.","Am J Pathol. 2016 Jul;186(7):1913-24. doi: 10.1016/j.ajpath.2016.02.020.","Gonçalves NP","Am J Pathol","2016","2016/06/25","","","10.1016/j.ajpath.2016.02.020"
"41190351","Characteristics, cost/effect consideration of clinical examinations, and construction of machine learning models of restrictive cardiomyopathy: insights from Peking Union Medical College Hospital","Chen AT, Fang L, Lin X, Chen W.","Int J Surg. 2025 Dec 1;111(12):10017-10029. doi: 10.1097/JS9.0000000000003745. Epub 2025 Nov 5.","Chen AT","Int J Surg","2025","2025/11/05","PMC12695361","","10.1097/JS9.0000000000003745"
"41314377","Artificial intelligence-driven longitudinal quantification of technetium pyrophosphate uptake in cardiac amyloidosis: Correlation with multimodality imaging and outcomes","Miller RJ, Shanbhag A, Shahi K, Bosley D, Litwin L, White JA, Jimenez-Zepeda V, Dey D, Berman DS, Fine NM, Slomka PJ.","J Nucl Cardiol. 2026 Feb;56:102573. doi: 10.1016/j.nuclcard.2025.102573. Epub 2025 Nov 27.","Miller RJ","J Nucl Cardiol","2026","2025/11/28","PMC13016408","NIHMS2138377","10.1016/j.nuclcard.2025.102573"
"28265790","Value of tissue Doppler-derived Tei index and two-dimensional speckle tracking imaging derived longitudinal strain on predicting outcome of patients with light-chain cardiac amyloidosis","Liu D, Hu K, Herrmann S, Cikes M, Ertl G, Weidemann F, Störk S, Nordbeck P.","Int J Cardiovasc Imaging. 2017 Jun;33(6):837-845. doi: 10.1007/s10554-017-1075-5. Epub 2017 Mar 6.","Liu D","Int J Cardiovasc Imaging","2017","2017/03/08","PMC5406485","","10.1007/s10554-017-1075-5"
"28433439","Cardiac Amyloidosis Shows Decreased Diastolic Function as Assessed by Echocardiographic Parameterized Diastolic Filling","Salman K, Cain PA, Fitzgerald BT, Sundqvist MG, Ugander M.","Ultrasound Med Biol. 2017 Jul;43(7):1331-1338. doi: 10.1016/j.ultrasmedbio.2017.02.014. Epub 2017 Apr 19.","Salman K","Ultrasound Med Biol","2017","2017/04/24","","","10.1016/j.ultrasmedbio.2017.02.014"
